taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (gorilla),structural_zero (beringei)
399,8,FALSE,FALSE,FALSE,FALSE,0,0
1335061,49,FALSE,FALSE,FALSE,FALSE,0,0
1125847,45,FALSE,FALSE,FALSE,FALSE,0,0
2715959,43,FALSE,FALSE,FALSE,FALSE,0,0
879274,8,FALSE,FALSE,FALSE,FALSE,0,0
380,8,FALSE,FALSE,FALSE,FALSE,0,0
382,32,FALSE,FALSE,FALSE,FALSE,0,0
1842534,67,FALSE,FALSE,FALSE,FALSE,0,0
2613773,9,FALSE,FALSE,FALSE,FALSE,0,0
794846,176,FALSE,FALSE,FALSE,FALSE,0,0
430451,0,FALSE,FALSE,FALSE,FALSE,0,0
194963,12,FALSE,FALSE,FALSE,FALSE,0,0
110321,8,FALSE,FALSE,FALSE,FALSE,0,0
106592,9,FALSE,FALSE,FALSE,FALSE,0,0
2811423,65,FALSE,FALSE,FALSE,FALSE,0,0
375549,9,FALSE,FALSE,FALSE,FALSE,0,0
716925,8,FALSE,FALSE,FALSE,FALSE,0,0
1969821,60,FALSE,FALSE,FALSE,FALSE,0,0
1813451,13,FALSE,FALSE,FALSE,FALSE,0,0
2233851,17,FALSE,FALSE,FALSE,FALSE,0,0
374606,166,FALSE,FALSE,FALSE,FALSE,0,0
2774562,9,FALSE,FALSE,FALSE,FALSE,0,0
2666139,1,FALSE,FALSE,FALSE,FALSE,0,0
83263,8,FALSE,FALSE,FALSE,FALSE,0,0
1756988,12,FALSE,FALSE,FALSE,FALSE,0,0
266779,3,FALSE,FALSE,FALSE,FALSE,0,0
2807101,5,FALSE,FALSE,FALSE,FALSE,0,0
1882682,7,FALSE,FALSE,FALSE,FALSE,0,0
408,43,FALSE,FALSE,FALSE,FALSE,0,0
223967,18,FALSE,FALSE,FALSE,FALSE,0,0
29459,11,FALSE,FALSE,FALSE,FALSE,0,0
227605,23,FALSE,FALSE,FALSE,FALSE,0,0
1349819,38,FALSE,FALSE,FALSE,FALSE,0,0
1638161,8,FALSE,FALSE,FALSE,FALSE,0,0
686597,16,FALSE,FALSE,FALSE,FALSE,0,0
293089,8,FALSE,FALSE,FALSE,FALSE,0,0
912,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1702325,4,FALSE,FALSE,FALSE,FALSE,0,0
444444,30,FALSE,FALSE,FALSE,FALSE,0,0
121719,7,FALSE,FALSE,FALSE,FALSE,0,0
1898042,5,FALSE,FALSE,FALSE,FALSE,0,0
2699395,21,FALSE,FALSE,FALSE,FALSE,0,0
426,21,FALSE,FALSE,FALSE,FALSE,0,0
173366,10,FALSE,FALSE,FALSE,FALSE,0,0
2528964,63,FALSE,FALSE,FALSE,FALSE,0,0
137722,2,FALSE,FALSE,FALSE,FALSE,0,0
664962,3,FALSE,FALSE,FALSE,FALSE,0,0
652764,7,FALSE,FALSE,FALSE,FALSE,0,0
709810,11,FALSE,FALSE,FALSE,FALSE,0,0
192,11,FALSE,FALSE,FALSE,FALSE,0,0
2202148,4,FALSE,FALSE,FALSE,FALSE,0,0
286727,7,FALSE,FALSE,FALSE,FALSE,0,0
682998,2,FALSE,FALSE,FALSE,FALSE,0,0
193,30,FALSE,FALSE,FALSE,FALSE,0,0
1226968,16,FALSE,FALSE,FALSE,FALSE,0,0
1064539,12,FALSE,FALSE,FALSE,FALSE,0,0
2775420,9,FALSE,FALSE,FALSE,FALSE,0,0
1612173,8,FALSE,FALSE,FALSE,FALSE,0,0
2220096,8,FALSE,FALSE,FALSE,FALSE,0,0
438,12,FALSE,FALSE,FALSE,FALSE,0,0
435,0,FALSE,FALSE,FALSE,FALSE,0,0
2558361,0,FALSE,FALSE,FALSE,FALSE,0,0
2558360,96,FALSE,FALSE,FALSE,FALSE,0,0
1484109,15,FALSE,FALSE,FALSE,FALSE,0,0
524,Inf,TRUE,TRUE,TRUE,TRUE,0,1
171437,2,FALSE,FALSE,FALSE,FALSE,0,0
2048283,0,FALSE,FALSE,FALSE,FALSE,0,0
2579971,9,FALSE,FALSE,FALSE,FALSE,0,0
1063,11,FALSE,FALSE,FALSE,FALSE,0,0
195105,10,FALSE,FALSE,FALSE,FALSE,0,0
2500533,0,FALSE,FALSE,FALSE,FALSE,0,0
2033869,6,FALSE,FALSE,FALSE,FALSE,0,0
1267768,47,FALSE,FALSE,FALSE,FALSE,0,0
308754,2,FALSE,FALSE,FALSE,FALSE,0,0
35806,9,FALSE,FALSE,FALSE,FALSE,0,0
2599296,4,FALSE,FALSE,FALSE,FALSE,0,0
1411902,12,FALSE,FALSE,FALSE,FALSE,0,0
2692330,7,FALSE,FALSE,FALSE,FALSE,0,0
1537215,Inf,TRUE,TRUE,TRUE,TRUE,0,1
2169400,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1335048,16,FALSE,FALSE,FALSE,FALSE,0,0
1591409,16,FALSE,FALSE,FALSE,FALSE,0,0
1915078,7,FALSE,FALSE,FALSE,FALSE,0,0
564137,3,FALSE,FALSE,FALSE,FALSE,0,0
2820523,3,FALSE,FALSE,FALSE,FALSE,0,0
2483033,4,FALSE,FALSE,FALSE,FALSE,0,0
221822,5,FALSE,FALSE,FALSE,FALSE,0,0
1580596,2,FALSE,FALSE,FALSE,FALSE,0,0
311180,8,FALSE,FALSE,FALSE,FALSE,0,0
1792508,8,FALSE,FALSE,FALSE,FALSE,0,0
1229727,22,FALSE,FALSE,FALSE,FALSE,0,0
1250539,0,FALSE,FALSE,FALSE,FALSE,0,0
2587855,22,FALSE,FALSE,FALSE,FALSE,0,0
1968541,13,FALSE,FALSE,FALSE,FALSE,0,0
1402135,1,FALSE,FALSE,FALSE,FALSE,0,0
1917485,139,FALSE,FALSE,FALSE,FALSE,0,0
60137,Inf,TRUE,TRUE,TRUE,TRUE,0,1
42444,9,FALSE,FALSE,FALSE,FALSE,0,0
292414,4,FALSE,FALSE,FALSE,FALSE,0,0
2587853,6,FALSE,FALSE,FALSE,FALSE,0,0
89184,10,FALSE,FALSE,FALSE,FALSE,0,0
1208324,5,FALSE,FALSE,FALSE,FALSE,0,0
875171,8,FALSE,FALSE,FALSE,FALSE,0,0
2009329,159,FALSE,FALSE,FALSE,FALSE,0,0
379347,17,FALSE,FALSE,FALSE,FALSE,0,0
2508307,26,FALSE,FALSE,FALSE,FALSE,0,0
2508306,11,FALSE,FALSE,FALSE,FALSE,0,0
1396826,24,FALSE,FALSE,FALSE,FALSE,0,0
133924,62,FALSE,FALSE,FALSE,FALSE,0,0
92945,198,FALSE,FALSE,FALSE,FALSE,0,0
92947,9,FALSE,FALSE,FALSE,FALSE,0,0
540747,Inf,TRUE,TRUE,TRUE,TRUE,0,1
215813,16,FALSE,FALSE,FALSE,FALSE,0,0
74033,15,FALSE,FALSE,FALSE,FALSE,0,0
561184,11,FALSE,FALSE,FALSE,FALSE,0,0
450378,0,FALSE,FALSE,FALSE,FALSE,0,0
284016,10,FALSE,FALSE,FALSE,FALSE,0,0
785,17,FALSE,FALSE,FALSE,FALSE,0,0
2735434,61,FALSE,FALSE,FALSE,FALSE,0,0
2735433,1,FALSE,FALSE,FALSE,FALSE,0,0
2547399,15,FALSE,FALSE,FALSE,FALSE,0,0
75105,8,FALSE,FALSE,FALSE,FALSE,0,0
148447,0,FALSE,FALSE,FALSE,FALSE,0,0
948107,3,FALSE,FALSE,FALSE,FALSE,0,0
2026199,9,FALSE,FALSE,FALSE,FALSE,0,0
169430,8,FALSE,FALSE,FALSE,FALSE,0,0
252970,9,FALSE,FALSE,FALSE,FALSE,0,0
2814653,165,FALSE,FALSE,FALSE,FALSE,0,0
2705547,157,FALSE,FALSE,FALSE,FALSE,0,0
2705548,2,FALSE,FALSE,FALSE,FALSE,0,0
758793,7,FALSE,FALSE,FALSE,FALSE,0,0
412963,0,FALSE,FALSE,FALSE,FALSE,0,0
285,0,FALSE,FALSE,FALSE,FALSE,0,0
2714925,1,FALSE,FALSE,FALSE,FALSE,0,0
2792224,0,FALSE,FALSE,FALSE,FALSE,0,0
2714924,7,FALSE,FALSE,FALSE,FALSE,0,0
179636,4,FALSE,FALSE,FALSE,FALSE,0,0
434010,1,FALSE,FALSE,FALSE,FALSE,0,0
2651974,10,FALSE,FALSE,FALSE,FALSE,0,0
520,6,FALSE,FALSE,FALSE,FALSE,0,0
35814,17,FALSE,FALSE,FALSE,FALSE,0,0
511,0,FALSE,FALSE,FALSE,FALSE,0,0
279113,78,FALSE,FALSE,FALSE,FALSE,0,0
1658665,1,FALSE,FALSE,FALSE,FALSE,0,0
34103,2,FALSE,FALSE,FALSE,FALSE,0,0
105560,6,FALSE,FALSE,FALSE,FALSE,0,0
487,452,TRUE,TRUE,TRUE,TRUE,0,0
63,0,FALSE,FALSE,FALSE,FALSE,0,0
168471,35,FALSE,FALSE,FALSE,FALSE,0,0
2811415,1,FALSE,FALSE,FALSE,FALSE,0,0
916,5,FALSE,FALSE,FALSE,FALSE,0,0
649841,7,FALSE,FALSE,FALSE,FALSE,0,0
196,12,FALSE,FALSE,FALSE,FALSE,0,0
197,5,FALSE,FALSE,FALSE,FALSE,0,0
255507,13,FALSE,FALSE,FALSE,FALSE,0,0
210,9,FALSE,FALSE,FALSE,FALSE,0,0
2847989,24,FALSE,FALSE,FALSE,FALSE,0,0
2220073,5,FALSE,FALSE,FALSE,FALSE,0,0
33059,0,FALSE,FALSE,FALSE,FALSE,0,0
117567,1,FALSE,FALSE,FALSE,FALSE,0,0
67081,3,FALSE,FALSE,FALSE,FALSE,0,0
258505,8,FALSE,FALSE,FALSE,FALSE,0,0
319707,3,FALSE,FALSE,FALSE,FALSE,0,0
1968788,29,FALSE,FALSE,FALSE,FALSE,0,0
1800,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1286181,8,FALSE,FALSE,FALSE,FALSE,0,0
39694,Inf,TRUE,TRUE,TRUE,TRUE,0,1
57704,43,FALSE,FALSE,FALSE,FALSE,0,0
37329,22,FALSE,FALSE,FALSE,FALSE,0,0
225326,9,FALSE,FALSE,FALSE,FALSE,0,0
349751,0,FALSE,FALSE,FALSE,FALSE,0,0
2676309,4,FALSE,FALSE,FALSE,FALSE,0,0
36822,111,FALSE,FALSE,FALSE,FALSE,0,0
84595,174,FALSE,FALSE,FALSE,FALSE,0,0
2831662,0,FALSE,FALSE,FALSE,FALSE,0,0
121292,0,FALSE,FALSE,FALSE,FALSE,0,0
2772401,3,FALSE,FALSE,FALSE,FALSE,0,0
85085,3,FALSE,FALSE,FALSE,FALSE,0,0
2697569,9,FALSE,FALSE,FALSE,FALSE,0,0
361575,9,FALSE,FALSE,FALSE,FALSE,0,0
1155384,0,FALSE,FALSE,FALSE,FALSE,0,0
256701,0,FALSE,FALSE,FALSE,FALSE,0,0
37930,0,FALSE,FALSE,FALSE,FALSE,0,0
37929,0,FALSE,FALSE,FALSE,FALSE,0,0
2735316,15,FALSE,FALSE,FALSE,FALSE,0,0
37931,0,FALSE,FALSE,FALSE,FALSE,0,0
43663,7,FALSE,FALSE,FALSE,FALSE,0,0
2567881,Inf,TRUE,TRUE,TRUE,TRUE,0,1
2609253,4,FALSE,FALSE,FALSE,FALSE,0,0
2609252,Inf,TRUE,TRUE,TRUE,TRUE,0,1
670052,15,FALSE,FALSE,FALSE,FALSE,0,0
1795630,38,FALSE,FALSE,FALSE,FALSE,0,0
28447,0,FALSE,FALSE,FALSE,FALSE,0,0
1619308,6,FALSE,FALSE,FALSE,FALSE,0,0
1710,8,FALSE,FALSE,FALSE,FALSE,0,0
1680,9,FALSE,FALSE,FALSE,FALSE,0,0
1747,6,FALSE,FALSE,FALSE,FALSE,0,0
2559073,273,FALSE,FALSE,FALSE,FALSE,0,0
196162,5,FALSE,FALSE,FALSE,FALSE,0,0
1690815,22,FALSE,FALSE,FALSE,FALSE,0,0
1096868,270,FALSE,FALSE,FALSE,FALSE,0,0
1641402,12,FALSE,FALSE,FALSE,FALSE,0,0
1688404,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1096856,0,FALSE,FALSE,FALSE,FALSE,0,0
240495,452,TRUE,TRUE,TRUE,TRUE,0,0
2074,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1896961,Inf,TRUE,TRUE,TRUE,TRUE,0,1
131568,11,FALSE,FALSE,FALSE,FALSE,0,0
1608957,12,FALSE,FALSE,FALSE,FALSE,0,0
2843216,10,FALSE,FALSE,FALSE,FALSE,0,0
1302,368,FALSE,FALSE,TRUE,TRUE,0,0
1304,0,FALSE,FALSE,FALSE,FALSE,0,0
1335,0,FALSE,FALSE,FALSE,FALSE,0,0
1308,0,FALSE,FALSE,FALSE,FALSE,0,0
1303,415,FALSE,TRUE,TRUE,TRUE,0,0
1358,0,FALSE,FALSE,FALSE,FALSE,0,0
1255,0,FALSE,FALSE,FALSE,FALSE,0,0
1624,0,FALSE,FALSE,FALSE,FALSE,0,0
1590,0,FALSE,FALSE,FALSE,FALSE,0,0
1598,0,FALSE,FALSE,FALSE,FALSE,0,0
29394,0,FALSE,FALSE,FALSE,FALSE,0,0
29385,0,FALSE,FALSE,FALSE,FALSE,0,0
246432,0,FALSE,FALSE,FALSE,FALSE,0,0
45972,0,FALSE,FALSE,FALSE,FALSE,0,0
1282,13,FALSE,FALSE,FALSE,FALSE,0,0
2282419,0,FALSE,FALSE,FALSE,FALSE,0,0
1286,26,FALSE,FALSE,FALSE,FALSE,0,0
1296,19,FALSE,FALSE,FALSE,FALSE,0,0
1404,7,FALSE,FALSE,FALSE,FALSE,0,0
279826,15,FALSE,FALSE,FALSE,FALSE,0,0
1478,13,FALSE,FALSE,FALSE,FALSE,0,0
294699,0,FALSE,FALSE,FALSE,FALSE,0,0
2777185,9,FALSE,FALSE,FALSE,FALSE,0,0
414778,0,FALSE,FALSE,FALSE,FALSE,0,0
1639,15,FALSE,FALSE,FALSE,FALSE,0,0
2051906,0,FALSE,FALSE,FALSE,FALSE,0,0
340146,8,FALSE,FALSE,FALSE,FALSE,0,0
1490,0,FALSE,FALSE,FALSE,FALSE,0,0
1731,140,FALSE,FALSE,FALSE,FALSE,0,0
2714353,16,FALSE,FALSE,FALSE,FALSE,0,0
2714358,1,FALSE,FALSE,FALSE,FALSE,0,0
2184575,11,FALSE,FALSE,FALSE,FALSE,0,0
33034,0,FALSE,FALSE,FALSE,FALSE,0,0
971,9,FALSE,FALSE,FALSE,FALSE,0,0
2124,26,FALSE,FALSE,FALSE,FALSE,0,0
2099,12,FALSE,FALSE,FALSE,FALSE,0,0
2104,110,FALSE,FALSE,FALSE,FALSE,0,0
45361,5,FALSE,FALSE,FALSE,FALSE,0,0
76629,12,FALSE,FALSE,FALSE,FALSE,0,0
171284,253,FALSE,FALSE,FALSE,FALSE,0,0
172827,14,FALSE,FALSE,FALSE,FALSE,0,0
274,8,FALSE,FALSE,FALSE,FALSE,0,0
1137095,1,FALSE,FALSE,FALSE,FALSE,0,0
92942,5,FALSE,FALSE,FALSE,FALSE,0,0
1188228,6,FALSE,FALSE,FALSE,FALSE,0,0
1184,5,FALSE,FALSE,FALSE,FALSE,0,0
1173027,0,FALSE,FALSE,FALSE,FALSE,0,0
500,137,FALSE,FALSE,FALSE,FALSE,0,0
167642,4,FALSE,FALSE,FALSE,FALSE,0,0
851,0,FALSE,FALSE,FALSE,FALSE,0,0
1583098,Inf,TRUE,TRUE,TRUE,TRUE,0,1
554406,11,FALSE,FALSE,FALSE,FALSE,0,0
28133,0,FALSE,FALSE,FALSE,FALSE,0,0
652716,7,FALSE,FALSE,FALSE,FALSE,0,0
165179,3,FALSE,FALSE,FALSE,FALSE,0,0
817,69,FALSE,FALSE,FALSE,FALSE,0,0
2755405,14,FALSE,FALSE,FALSE,FALSE,0,0
357276,8,FALSE,FALSE,FALSE,FALSE,0,0
1316593,9,FALSE,FALSE,FALSE,FALSE,0,0
512763,9,FALSE,FALSE,FALSE,FALSE,0,0
1385664,133,FALSE,FALSE,FALSE,FALSE,0,0
373891,4,FALSE,FALSE,FALSE,FALSE,0,0
861299,3,FALSE,FALSE,FALSE,FALSE,0,0
2527974,12,FALSE,FALSE,FALSE,FALSE,0,0
406548,2,FALSE,FALSE,FALSE,FALSE,0,0
2497325,8,FALSE,FALSE,FALSE,FALSE,0,0
1853699,23,FALSE,FALSE,FALSE,FALSE,0,0
634157,9,FALSE,FALSE,FALSE,FALSE,0,0
29284,8,FALSE,FALSE,FALSE,FALSE,0,0
2743090,55,FALSE,FALSE,FALSE,FALSE,0,0
2743089,182,FALSE,FALSE,FALSE,FALSE,0,0
1853690,13,FALSE,FALSE,FALSE,FALSE,0,0
755307,9,FALSE,FALSE,FALSE,FALSE,0,0
35746,5,FALSE,FALSE,FALSE,FALSE,0,0
114529,27,FALSE,FALSE,FALSE,FALSE,0,0
2252,5,FALSE,FALSE,FALSE,FALSE,0,0
1547898,24,FALSE,FALSE,FALSE,FALSE,0,0
60847,10,FALSE,FALSE,FALSE,FALSE,0,0
699433,4,FALSE,FALSE,FALSE,FALSE,0,0
869886,26,FALSE,FALSE,FALSE,FALSE,0,0
1457250,10,FALSE,FALSE,FALSE,FALSE,0,0
2716717,7,FALSE,FALSE,FALSE,FALSE,0,0
35742,4,FALSE,FALSE,FALSE,FALSE,0,0
1604004,11,FALSE,FALSE,FALSE,FALSE,0,0
2599399,5,FALSE,FALSE,FALSE,FALSE,0,0
1873524,6,FALSE,FALSE,FALSE,FALSE,0,0
1853682,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1710539,4,FALSE,FALSE,FALSE,FALSE,0,0
88724,15,FALSE,FALSE,FALSE,FALSE,0,0
29288,30,FALSE,FALSE,FALSE,FALSE,0,0
44930,3,FALSE,FALSE,FALSE,FALSE,0,0
353800,12,FALSE,FALSE,FALSE,FALSE,0,0
61858,14,FALSE,FALSE,FALSE,FALSE,0,0
62320,Inf,TRUE,TRUE,TRUE,TRUE,0,1
83986,8,FALSE,FALSE,FALSE,FALSE,0,0
187880,12,FALSE,FALSE,FALSE,FALSE,0,0
2173,449,TRUE,TRUE,TRUE,TRUE,0,0
230361,2,FALSE,FALSE,FALSE,FALSE,0,0
145262,12,FALSE,FALSE,FALSE,FALSE,0,0
1874277,10,FALSE,FALSE,FALSE,FALSE,0,0
9606,23,FALSE,FALSE,FALSE,FALSE,0,0
1924733,1,FALSE,FALSE,FALSE,FALSE,0,0
548,1,FALSE,FALSE,FALSE,FALSE,0,0
587,0,FALSE,FALSE,FALSE,FALSE,0,0
1363,0,FALSE,FALSE,FALSE,FALSE,0,0
1717,Inf,TRUE,TRUE,TRUE,TRUE,0,1
2778078,1,FALSE,FALSE,FALSE,FALSE,0,0
396015,0,FALSE,FALSE,FALSE,FALSE,0,0
1359,0,FALSE,FALSE,FALSE,FALSE,0,0
2291939,4,FALSE,FALSE,FALSE,FALSE,0,0
2364271,1,FALSE,FALSE,FALSE,FALSE,0,0
187304,6,FALSE,FALSE,FALSE,FALSE,0,0
1061,11,FALSE,FALSE,FALSE,FALSE,0,0
2587846,15,FALSE,FALSE,FALSE,FALSE,0,0
2587858,12,FALSE,FALSE,FALSE,FALSE,0,0
134537,27,FALSE,FALSE,FALSE,FALSE,0,0
93220,11,FALSE,FALSE,FALSE,FALSE,0,0
1232667,1,FALSE,FALSE,FALSE,FALSE,0,0
926,8,FALSE,FALSE,FALSE,FALSE,0,0
486,Inf,TRUE,TRUE,TRUE,TRUE,1,0
1134687,0,FALSE,FALSE,FALSE,FALSE,0,0
244366,17,FALSE,FALSE,FALSE,FALSE,0,0
571,1,FALSE,FALSE,FALSE,FALSE,0,0
1639133,8,FALSE,FALSE,FALSE,FALSE,0,0
2799495,Inf,TRUE,TRUE,TRUE,TRUE,0,1
54291,1,FALSE,FALSE,FALSE,FALSE,0,0
553,2,FALSE,FALSE,FALSE,FALSE,0,0
34038,186,FALSE,FALSE,FALSE,FALSE,0,0
69964,1,FALSE,FALSE,FALSE,FALSE,0,0
738,8,FALSE,FALSE,FALSE,FALSE,0,0
654,1,FALSE,FALSE,FALSE,FALSE,0,0
62322,154,FALSE,FALSE,FALSE,FALSE,0,0
283699,0,FALSE,FALSE,FALSE,FALSE,0,0
373068,0,FALSE,FALSE,FALSE,FALSE,0,0
1718,5,FALSE,FALSE,FALSE,FALSE,0,0
2735317,0,FALSE,FALSE,FALSE,FALSE,0,0
169480,3,FALSE,FALSE,FALSE,FALSE,0,0
2171623,106,FALSE,FALSE,FALSE,FALSE,0,0
2081702,6,FALSE,FALSE,FALSE,FALSE,0,0
1839799,450,TRUE,TRUE,TRUE,TRUE,0,0
1366,4,FALSE,FALSE,FALSE,FALSE,0,0
218144,0,FALSE,FALSE,FALSE,FALSE,0,0
1596,Inf,TRUE,TRUE,TRUE,TRUE,1,0
1597,0,FALSE,FALSE,FALSE,FALSE,0,0
1580,0,FALSE,FALSE,FALSE,FALSE,0,0
1283,0,FALSE,FALSE,FALSE,FALSE,0,0
29388,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1292,15,FALSE,FALSE,FALSE,FALSE,0,0
1290,10,FALSE,FALSE,FALSE,FALSE,0,0
69966,12,FALSE,FALSE,FALSE,FALSE,0,0
142864,Inf,TRUE,TRUE,TRUE,TRUE,1,0
56957,12,FALSE,FALSE,FALSE,FALSE,0,0
56956,4,FALSE,FALSE,FALSE,FALSE,0,0
1446467,32,FALSE,FALSE,FALSE,FALSE,0,0
76832,1,FALSE,FALSE,FALSE,FALSE,0,0
157687,13,FALSE,FALSE,FALSE,FALSE,0,0
