taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (graueri <1000),structural_zero (graueri >1000)
2058152,0,FALSE,FALSE,FALSE,FALSE,0,0
1463165,0,FALSE,FALSE,FALSE,FALSE,0,0
28901,0,FALSE,FALSE,FALSE,FALSE,0,0
546,0,FALSE,FALSE,FALSE,FALSE,0,0
184912,0,FALSE,FALSE,FALSE,FALSE,0,0
1703250,0,FALSE,FALSE,FALSE,FALSE,0,0
83655,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1163710,0,FALSE,FALSE,FALSE,FALSE,0,0
61646,0,FALSE,FALSE,FALSE,FALSE,0,0
615,0,FALSE,FALSE,FALSE,FALSE,0,0
614,0,FALSE,FALSE,FALSE,FALSE,0,0
138074,0,FALSE,FALSE,FALSE,FALSE,0,0
632,0,FALSE,FALSE,FALSE,FALSE,0,0
630,0,FALSE,FALSE,FALSE,FALSE,0,0
1805933,Inf,TRUE,TRUE,TRUE,TRUE,0,1
58169,0,FALSE,FALSE,FALSE,FALSE,0,0
41202,0,FALSE,FALSE,FALSE,FALSE,0,0
584,0,FALSE,FALSE,FALSE,FALSE,0,0
582,0,FALSE,FALSE,FALSE,FALSE,0,0
470934,0,FALSE,FALSE,FALSE,FALSE,0,0
2052056,0,FALSE,FALSE,FALSE,FALSE,0,0
2575375,0,FALSE,FALSE,FALSE,FALSE,0,0
1484158,0,FALSE,FALSE,FALSE,FALSE,0,0
55209,0,FALSE,FALSE,FALSE,FALSE,0,0
549,0,FALSE,FALSE,FALSE,FALSE,0,0
66269,0,FALSE,FALSE,FALSE,FALSE,0,0
1619313,0,FALSE,FALSE,FALSE,FALSE,0,0
569,0,FALSE,FALSE,FALSE,FALSE,0,0
703,0,FALSE,FALSE,FALSE,FALSE,0,0
353,0,FALSE,FALSE,FALSE,FALSE,0,0
2778051,0,FALSE,FALSE,FALSE,FALSE,0,0
651,0,FALSE,FALSE,FALSE,FALSE,0,0
645,0,FALSE,FALSE,FALSE,FALSE,0,0
747,0,FALSE,FALSE,FALSE,FALSE,0,0
727,0,FALSE,FALSE,FALSE,FALSE,0,0
729,0,FALSE,FALSE,FALSE,FALSE,0,0
714,0,FALSE,FALSE,FALSE,FALSE,0,0
672,0,FALSE,FALSE,FALSE,FALSE,0,0
663,0,FALSE,FALSE,FALSE,FALSE,0,0
2587865,0,FALSE,FALSE,FALSE,FALSE,0,0
190893,0,FALSE,FALSE,FALSE,FALSE,0,0
1891207,0,FALSE,FALSE,FALSE,FALSE,0,0
2829502,0,FALSE,FALSE,FALSE,FALSE,0,0
45056,0,FALSE,FALSE,FALSE,FALSE,0,0
2590015,0,FALSE,FALSE,FALSE,FALSE,0,0
1514074,0,FALSE,FALSE,FALSE,FALSE,0,0
28108,0,FALSE,FALSE,FALSE,FALSE,0,0
1420917,Inf,TRUE,TRUE,TRUE,TRUE,1,0
2014542,0,FALSE,FALSE,FALSE,FALSE,0,0
1166950,0,FALSE,FALSE,FALSE,FALSE,0,0
2792603,0,FALSE,FALSE,FALSE,FALSE,0,0
2812648,0,FALSE,FALSE,FALSE,FALSE,0,0
2815360,0,FALSE,FALSE,FALSE,FALSE,0,0
2731112,0,FALSE,FALSE,FALSE,FALSE,0,0
2613770,0,FALSE,FALSE,FALSE,FALSE,0,0
2849093,0,FALSE,FALSE,FALSE,FALSE,0,0
2028343,0,FALSE,FALSE,FALSE,FALSE,0,0
2048897,0,FALSE,FALSE,FALSE,FALSE,0,0
1571470,0,FALSE,FALSE,FALSE,FALSE,0,0
2020312,0,FALSE,FALSE,FALSE,FALSE,0,0
2731096,0,FALSE,FALSE,FALSE,FALSE,0,0
2603277,0,FALSE,FALSE,FALSE,FALSE,0,0
2785056,0,FALSE,FALSE,FALSE,FALSE,0,0
1301032,0,FALSE,FALSE,FALSE,FALSE,0,0
1981173,0,FALSE,FALSE,FALSE,FALSE,0,0
2020311,0,FALSE,FALSE,FALSE,FALSE,0,0
2590777,0,FALSE,FALSE,FALSE,FALSE,0,0
2364272,0,FALSE,FALSE,FALSE,FALSE,0,0
1703969,0,FALSE,FALSE,FALSE,FALSE,0,0
2020313,0,FALSE,FALSE,FALSE,FALSE,0,0
1914541,0,FALSE,FALSE,FALSE,FALSE,0,0
384,0,FALSE,FALSE,FALSE,FALSE,0,0
29449,0,FALSE,FALSE,FALSE,FALSE,0,0
379684,0,FALSE,FALSE,FALSE,FALSE,0,0
293958,0,FALSE,FALSE,FALSE,FALSE,0,0
396,0,FALSE,FALSE,FALSE,FALSE,0,0
1312183,0,FALSE,FALSE,FALSE,FALSE,0,0
348824,0,FALSE,FALSE,FALSE,FALSE,0,0
56730,0,FALSE,FALSE,FALSE,FALSE,0,0
1138194,0,FALSE,FALSE,FALSE,FALSE,0,0
1138189,0,FALSE,FALSE,FALSE,FALSE,0,0
398,0,FALSE,FALSE,FALSE,FALSE,0,0
451876,0,FALSE,FALSE,FALSE,FALSE,0,0
2583231,0,FALSE,FALSE,FALSE,FALSE,0,0
1138190,0,FALSE,FALSE,FALSE,FALSE,0,0
1538158,0,FALSE,FALSE,FALSE,FALSE,0,0
1368430,0,FALSE,FALSE,FALSE,FALSE,0,0
2081791,0,FALSE,FALSE,FALSE,FALSE,0,0
240521,0,FALSE,FALSE,FALSE,FALSE,0,0
648995,0,FALSE,FALSE,FALSE,FALSE,0,0
1538159,0,FALSE,FALSE,FALSE,FALSE,0,0
2267833,0,FALSE,FALSE,FALSE,FALSE,0,0
448181,0,FALSE,FALSE,FALSE,FALSE,0,0
358,0,FALSE,FALSE,FALSE,FALSE,0,0
1176649,0,FALSE,FALSE,FALSE,FALSE,0,0
373,0,FALSE,FALSE,FALSE,FALSE,0,0
359,0,FALSE,FALSE,FALSE,FALSE,0,0
2664893,0,FALSE,FALSE,FALSE,FALSE,0,0
2580515,0,FALSE,FALSE,FALSE,FALSE,0,0
2579248,0,FALSE,FALSE,FALSE,FALSE,0,0
1183413,0,FALSE,FALSE,FALSE,FALSE,0,0
160699,9,FALSE,FALSE,FALSE,FALSE,0,0
28099,0,FALSE,FALSE,FALSE,FALSE,0,0
1183412,0,FALSE,FALSE,FALSE,FALSE,0,0
2060726,0,FALSE,FALSE,FALSE,FALSE,0,0
1825976,0,FALSE,FALSE,FALSE,FALSE,0,0
399,0,FALSE,FALSE,FALSE,FALSE,0,0
1335061,0,FALSE,FALSE,FALSE,FALSE,0,0
1125847,0,FALSE,FALSE,FALSE,FALSE,0,0
2715959,0,FALSE,FALSE,FALSE,FALSE,0,0
879274,0,FALSE,FALSE,FALSE,FALSE,0,0
380,0,FALSE,FALSE,FALSE,FALSE,0,0
382,0,FALSE,FALSE,FALSE,FALSE,0,0
1842534,0,FALSE,FALSE,FALSE,FALSE,0,0
2613773,0,FALSE,FALSE,FALSE,FALSE,0,0
794846,0,FALSE,FALSE,FALSE,FALSE,0,0
430451,0,FALSE,FALSE,FALSE,FALSE,0,0
194963,0,FALSE,FALSE,FALSE,FALSE,0,0
110321,0,FALSE,FALSE,FALSE,FALSE,0,0
106592,0,FALSE,FALSE,FALSE,FALSE,0,0
2811423,0,FALSE,FALSE,FALSE,FALSE,0,0
375549,0,FALSE,FALSE,FALSE,FALSE,0,0
716925,0,FALSE,FALSE,FALSE,FALSE,0,0
1752398,0,FALSE,FALSE,FALSE,FALSE,0,0
1969821,0,FALSE,FALSE,FALSE,FALSE,0,0
1813451,0,FALSE,FALSE,FALSE,FALSE,0,0
2233851,0,FALSE,FALSE,FALSE,FALSE,0,0
374606,0,FALSE,FALSE,FALSE,FALSE,0,0
2774562,0,FALSE,FALSE,FALSE,FALSE,0,0
2666139,0,FALSE,FALSE,FALSE,FALSE,0,0
83263,0,FALSE,FALSE,FALSE,FALSE,0,0
1756988,0,FALSE,FALSE,FALSE,FALSE,0,0
266779,0,FALSE,FALSE,FALSE,FALSE,0,0
2807101,0,FALSE,FALSE,FALSE,FALSE,0,0
1882682,1,FALSE,FALSE,FALSE,FALSE,0,0
408,0,FALSE,FALSE,FALSE,FALSE,0,0
223967,0,FALSE,FALSE,FALSE,FALSE,0,0
29459,0,FALSE,FALSE,FALSE,FALSE,0,0
2769351,0,FALSE,FALSE,FALSE,FALSE,0,0
227605,0,FALSE,FALSE,FALSE,FALSE,0,0
1349819,0,FALSE,FALSE,FALSE,FALSE,0,0
1638161,0,FALSE,FALSE,FALSE,FALSE,0,0
686597,0,FALSE,FALSE,FALSE,FALSE,0,0
293089,0,FALSE,FALSE,FALSE,FALSE,0,0
912,0,FALSE,FALSE,FALSE,FALSE,0,0
1702325,0,FALSE,FALSE,FALSE,FALSE,0,0
444444,0,FALSE,FALSE,FALSE,FALSE,0,0
121719,0,FALSE,FALSE,FALSE,FALSE,0,0
2587854,0,FALSE,FALSE,FALSE,FALSE,0,0
2699395,0,FALSE,FALSE,FALSE,FALSE,0,0
426,0,FALSE,FALSE,FALSE,FALSE,0,0
173366,0,FALSE,FALSE,FALSE,FALSE,0,0
134,0,FALSE,FALSE,FALSE,FALSE,0,0
2528964,0,FALSE,FALSE,FALSE,FALSE,0,0
1482074,0,FALSE,FALSE,FALSE,FALSE,0,0
137722,0,FALSE,FALSE,FALSE,FALSE,0,0
664962,0,FALSE,FALSE,FALSE,FALSE,0,0
652764,0,FALSE,FALSE,FALSE,FALSE,0,0
709810,0,FALSE,FALSE,FALSE,FALSE,0,0
192,0,FALSE,FALSE,FALSE,FALSE,0,0
2202148,0,FALSE,FALSE,FALSE,FALSE,0,0
286727,1,FALSE,FALSE,FALSE,FALSE,0,0
682998,0,FALSE,FALSE,FALSE,FALSE,0,0
193,0,FALSE,FALSE,FALSE,FALSE,0,0
1226968,0,FALSE,FALSE,FALSE,FALSE,0,0
1064539,0,FALSE,FALSE,FALSE,FALSE,0,0
2775420,0,FALSE,FALSE,FALSE,FALSE,0,0
1612173,0,FALSE,FALSE,FALSE,FALSE,0,0
2220096,0,FALSE,FALSE,FALSE,FALSE,0,0
438,0,FALSE,FALSE,FALSE,FALSE,0,0
435,0,FALSE,FALSE,FALSE,FALSE,0,0
2558361,0,FALSE,FALSE,FALSE,FALSE,0,0
2558360,0,FALSE,FALSE,FALSE,FALSE,0,0
1484109,0,FALSE,FALSE,FALSE,FALSE,0,0
524,0,FALSE,FALSE,FALSE,FALSE,0,0
62140,0,FALSE,FALSE,FALSE,FALSE,0,0
265959,Inf,TRUE,TRUE,TRUE,TRUE,0,1
171437,0,FALSE,FALSE,FALSE,FALSE,0,0
2048283,0,FALSE,FALSE,FALSE,FALSE,0,0
2579971,0,FALSE,FALSE,FALSE,FALSE,0,0
1063,0,FALSE,FALSE,FALSE,FALSE,0,0
195105,0,FALSE,FALSE,FALSE,FALSE,0,0
2500533,0,FALSE,FALSE,FALSE,FALSE,0,0
2033869,0,FALSE,FALSE,FALSE,FALSE,0,0
1075,0,FALSE,FALSE,FALSE,FALSE,0,0
1267768,0,FALSE,FALSE,FALSE,FALSE,0,0
308754,0,FALSE,FALSE,FALSE,FALSE,0,0
1564506,0,FALSE,FALSE,FALSE,FALSE,0,0
35806,0,FALSE,FALSE,FALSE,FALSE,0,0
2599296,0,FALSE,FALSE,FALSE,FALSE,0,0
1411902,0,FALSE,FALSE,FALSE,FALSE,0,0
2692330,0,FALSE,FALSE,FALSE,FALSE,0,0
1537215,0,FALSE,FALSE,FALSE,FALSE,0,0
2169400,0,FALSE,FALSE,FALSE,FALSE,0,0
2715211,0,FALSE,FALSE,FALSE,FALSE,0,0
1335048,0,FALSE,FALSE,FALSE,FALSE,0,0
1591409,0,FALSE,FALSE,FALSE,FALSE,0,0
991904,0,FALSE,FALSE,FALSE,FALSE,0,0
1915078,0,FALSE,FALSE,FALSE,FALSE,0,0
564137,0,FALSE,FALSE,FALSE,FALSE,0,0
2605946,0,FALSE,FALSE,FALSE,FALSE,0,0
2483033,0,FALSE,FALSE,FALSE,FALSE,0,0
221822,0,FALSE,FALSE,FALSE,FALSE,0,0
1844006,0,FALSE,FALSE,FALSE,FALSE,0,0
1580596,0,FALSE,FALSE,FALSE,FALSE,0,0
311180,0,FALSE,FALSE,FALSE,FALSE,0,0
1792508,0,FALSE,FALSE,FALSE,FALSE,0,0
1229727,0,FALSE,FALSE,FALSE,FALSE,0,0
1250539,0,FALSE,FALSE,FALSE,FALSE,0,0
2587855,0,FALSE,FALSE,FALSE,FALSE,0,0
1968541,0,FALSE,FALSE,FALSE,FALSE,0,0
1402135,0,FALSE,FALSE,FALSE,FALSE,0,0
1917485,0,FALSE,FALSE,FALSE,FALSE,0,0
60137,Inf,TRUE,TRUE,TRUE,TRUE,0,1
42444,0,FALSE,FALSE,FALSE,FALSE,0,0
292414,0,FALSE,FALSE,FALSE,FALSE,0,0
2587853,0,FALSE,FALSE,FALSE,FALSE,0,0
2293862,0,FALSE,FALSE,FALSE,FALSE,0,0
89184,0,FALSE,FALSE,FALSE,FALSE,0,0
1208324,0,FALSE,FALSE,FALSE,FALSE,0,0
875171,0,FALSE,FALSE,FALSE,FALSE,0,0
2009329,0,FALSE,FALSE,FALSE,FALSE,0,0
379347,0,FALSE,FALSE,FALSE,FALSE,0,0
2508307,0,FALSE,FALSE,FALSE,FALSE,0,0
2508306,0,FALSE,FALSE,FALSE,FALSE,0,0
1396826,0,FALSE,FALSE,FALSE,FALSE,0,0
133924,0,FALSE,FALSE,FALSE,FALSE,0,0
92945,0,FALSE,FALSE,FALSE,FALSE,0,0
92947,Inf,TRUE,TRUE,TRUE,TRUE,0,1
540747,0,FALSE,FALSE,FALSE,FALSE,0,0
215813,0,FALSE,FALSE,FALSE,FALSE,0,0
2588299,0,FALSE,FALSE,FALSE,FALSE,0,0
561184,0,FALSE,FALSE,FALSE,FALSE,0,0
2017482,Inf,TRUE,TRUE,TRUE,TRUE,0,1
299262,Inf,TRUE,TRUE,TRUE,TRUE,0,1
2077182,Inf,TRUE,TRUE,TRUE,TRUE,0,1
450378,0,FALSE,FALSE,FALSE,FALSE,0,0
2182384,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1892855,0,FALSE,FALSE,FALSE,FALSE,0,0
284016,0,FALSE,FALSE,FALSE,FALSE,0,0
785,0,FALSE,FALSE,FALSE,FALSE,0,0
2735434,0,FALSE,FALSE,FALSE,FALSE,0,0
2735433,0,FALSE,FALSE,FALSE,FALSE,0,0
2547399,0,FALSE,FALSE,FALSE,FALSE,0,0
75105,0,FALSE,FALSE,FALSE,FALSE,0,0
148447,0,FALSE,FALSE,FALSE,FALSE,0,0
948107,0,FALSE,FALSE,FALSE,FALSE,0,0
2026199,0,FALSE,FALSE,FALSE,FALSE,0,0
169430,0,FALSE,FALSE,FALSE,FALSE,0,0
2654982,0,FALSE,FALSE,FALSE,FALSE,0,0
252970,0,FALSE,FALSE,FALSE,FALSE,0,0
2814653,0,FALSE,FALSE,FALSE,FALSE,0,0
2705547,95,FALSE,FALSE,FALSE,FALSE,0,0
2705548,0,FALSE,FALSE,FALSE,FALSE,0,0
758793,0,FALSE,FALSE,FALSE,FALSE,0,0
412963,0,FALSE,FALSE,FALSE,FALSE,0,0
285,0,FALSE,FALSE,FALSE,FALSE,0,0
2714925,0,FALSE,FALSE,FALSE,FALSE,0,0
2792224,0,FALSE,FALSE,FALSE,FALSE,0,0
2714924,0,FALSE,FALSE,FALSE,FALSE,0,0
179636,0,FALSE,FALSE,FALSE,FALSE,0,0
434010,0,FALSE,FALSE,FALSE,FALSE,0,0
2651974,0,FALSE,FALSE,FALSE,FALSE,0,0
520,0,FALSE,FALSE,FALSE,FALSE,0,0
35814,0,FALSE,FALSE,FALSE,FALSE,0,0
511,0,FALSE,FALSE,FALSE,FALSE,0,0
279113,0,FALSE,FALSE,FALSE,FALSE,0,0
1658665,0,FALSE,FALSE,FALSE,FALSE,0,0
34103,0,FALSE,FALSE,FALSE,FALSE,0,0
105560,0,FALSE,FALSE,FALSE,FALSE,0,0
487,0,FALSE,FALSE,FALSE,FALSE,0,0
63,0,FALSE,FALSE,FALSE,FALSE,0,0
168471,0,FALSE,FALSE,FALSE,FALSE,0,0
2811415,0,FALSE,FALSE,FALSE,FALSE,0,0
916,0,FALSE,FALSE,FALSE,FALSE,0,0
196,0,FALSE,FALSE,FALSE,FALSE,0,0
197,0,FALSE,FALSE,FALSE,FALSE,0,0
255507,0,FALSE,FALSE,FALSE,FALSE,0,0
210,0,FALSE,FALSE,FALSE,FALSE,0,0
2847989,0,FALSE,FALSE,FALSE,FALSE,0,0
2220073,0,FALSE,FALSE,FALSE,FALSE,0,0
33059,0,FALSE,FALSE,FALSE,FALSE,0,0
117567,0,FALSE,FALSE,FALSE,FALSE,0,0
258505,0,FALSE,FALSE,FALSE,FALSE,0,0
319707,0,FALSE,FALSE,FALSE,FALSE,0,0
1968788,2,FALSE,FALSE,FALSE,FALSE,0,0
1804,0,FALSE,FALSE,FALSE,FALSE,0,0
1800,0,FALSE,FALSE,FALSE,FALSE,0,0
1286181,0,FALSE,FALSE,FALSE,FALSE,0,0
39694,Inf,TRUE,TRUE,TRUE,TRUE,0,1
57704,0,FALSE,FALSE,FALSE,FALSE,0,0
37329,0,FALSE,FALSE,FALSE,FALSE,0,0
225326,0,FALSE,FALSE,FALSE,FALSE,0,0
1404244,0,FALSE,FALSE,FALSE,FALSE,0,0
43770,2,FALSE,FALSE,FALSE,FALSE,0,0
349751,0,FALSE,FALSE,FALSE,FALSE,0,0
2676309,0,FALSE,FALSE,FALSE,FALSE,0,0
337191,0,FALSE,FALSE,FALSE,FALSE,0,0
36822,0,FALSE,FALSE,FALSE,FALSE,0,0
84595,0,FALSE,FALSE,FALSE,FALSE,0,0
2831662,0,FALSE,FALSE,FALSE,FALSE,0,0
84096,Inf,TRUE,TRUE,TRUE,TRUE,0,1
121292,0,FALSE,FALSE,FALSE,FALSE,0,0
2772401,0,FALSE,FALSE,FALSE,FALSE,0,0
85085,0,FALSE,FALSE,FALSE,FALSE,0,0
2697569,Inf,TRUE,TRUE,TRUE,TRUE,0,1
361575,0,FALSE,FALSE,FALSE,FALSE,0,0
1155384,0,FALSE,FALSE,FALSE,FALSE,0,0
256701,0,FALSE,FALSE,FALSE,FALSE,0,0
37930,0,FALSE,FALSE,FALSE,FALSE,0,0
1933880,Inf,TRUE,TRUE,TRUE,TRUE,0,1
37929,0,FALSE,FALSE,FALSE,FALSE,0,0
2735316,0,FALSE,FALSE,FALSE,FALSE,0,0
37931,0,FALSE,FALSE,FALSE,FALSE,0,0
43663,0,FALSE,FALSE,FALSE,FALSE,0,0
2567881,0,FALSE,FALSE,FALSE,FALSE,0,0
2609253,0,FALSE,FALSE,FALSE,FALSE,0,0
2609252,0,FALSE,FALSE,FALSE,FALSE,0,0
110937,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1926290,0,FALSE,FALSE,FALSE,FALSE,0,0
670052,2,FALSE,FALSE,FALSE,FALSE,0,0
1795630,0,FALSE,FALSE,FALSE,FALSE,0,0
28447,0,FALSE,FALSE,FALSE,FALSE,0,0
2282656,0,FALSE,FALSE,FALSE,FALSE,0,0
1619308,0,FALSE,FALSE,FALSE,FALSE,0,0
1710,0,FALSE,FALSE,FALSE,FALSE,0,0
2017485,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1680,0,FALSE,FALSE,FALSE,FALSE,0,0
1747,393,FALSE,FALSE,TRUE,TRUE,0,0
2559073,394,FALSE,FALSE,TRUE,TRUE,0,0
