taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (beringei),structural_zero (gorilla),structural_zero (graueri <1000),structural_zero (graueri >1000)
311180,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1792508,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1229727,43,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1250539,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2587855,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1968541,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1402135,45,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1917485,25,FALSE,FALSE,FALSE,FALSE,0,0,0,0
60137,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
42444,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
292414,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2587853,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2293862,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
89184,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1208324,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
875171,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2009329,285,FALSE,FALSE,FALSE,TRUE,0,0,0,0
379347,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2508307,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2508306,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1396826,12,FALSE,FALSE,FALSE,FALSE,0,0,0,0
133924,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
92945,243,FALSE,FALSE,FALSE,FALSE,0,0,0,0
92947,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
540747,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
215813,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
74033,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
2588299,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
561184,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2077182,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
450378,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2182384,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
1892855,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
284016,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
785,17,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2735434,14,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2735433,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2547399,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
75105,11,FALSE,FALSE,FALSE,FALSE,0,0,0,0
148447,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
948107,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2026199,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
169430,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
252970,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2814653,49,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2705547,318,FALSE,FALSE,TRUE,TRUE,0,0,0,0
2705548,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
758793,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
412963,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
285,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2714925,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2792224,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2714924,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
179636,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
434010,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2651974,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
520,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
35814,14,FALSE,FALSE,FALSE,FALSE,0,0,0,0
511,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
279113,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1658665,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
34103,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
105560,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
487,419,TRUE,TRUE,TRUE,TRUE,0,0,0,0
63,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
168471,25,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2811415,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
916,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
649841,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
196,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
197,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
255507,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
210,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2847989,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2220073,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
33059,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
117567,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
67081,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
258505,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
319707,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1968788,68,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1804,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1800,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1286181,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
39694,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
57704,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
37329,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
225326,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
43770,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
349751,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2676309,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
36822,16,FALSE,FALSE,FALSE,FALSE,0,0,0,0
84595,37,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2831662,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
121292,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2772401,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
85085,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2697569,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
361575,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1155384,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
256701,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
37930,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1933880,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,1
37929,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2735316,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
37931,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
43663,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2567881,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
2609253,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2609252,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1926290,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
670052,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1795630,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
28447,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2282656,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1619308,14,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1710,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2017485,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
1680,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1747,28,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2559073,376,FALSE,TRUE,TRUE,TRUE,0,0,0,0
196162,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1690815,16,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1096868,211,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1641402,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1688404,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
1096856,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
240495,384,FALSE,TRUE,TRUE,TRUE,0,0,0,0
2074,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1896961,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
530584,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
131568,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2051957,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
42256,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
1608957,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
2843216,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1302,17,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1304,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1335,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1308,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1303,278,FALSE,FALSE,FALSE,TRUE,0,0,0,0
1358,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1255,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1624,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1590,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1598,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29394,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29385,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
246432,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
45972,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1282,63,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2282419,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1286,11,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1296,11,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1404,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
279826,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1478,11,FALSE,FALSE,FALSE,FALSE,0,0,0,0
294699,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
79885,Inf,TRUE,TRUE,TRUE,TRUE,1,0,1,0
2777185,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
414778,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2058136,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
1639,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2051906,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
340146,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1490,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1731,31,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2714353,41,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2714358,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2184575,56,FALSE,FALSE,FALSE,FALSE,0,0,0,0
33034,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
971,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
2124,14,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2099,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2104,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
45361,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
76629,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
171284,52,FALSE,FALSE,FALSE,FALSE,0,0,0,0
172827,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
274,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1137095,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
92942,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1188228,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1184,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1173027,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
500,138,FALSE,FALSE,FALSE,FALSE,0,0,0,0
167642,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
851,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1583098,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
554406,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
28133,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
652716,348,FALSE,FALSE,TRUE,TRUE,0,0,0,0
165179,226,FALSE,FALSE,FALSE,FALSE,0,0,0,0
817,45,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2755405,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
357276,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
1316593,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
512763,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1385664,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
373891,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
861299,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2527974,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
406548,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1636152,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
2497325,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1853699,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
